parking_id,name,num_stops_800m,total_daily_trips,total_routes,nearest_stop_distance_m,avg_walk_distance_m,scenario,buffer_distance_m,has_adequate_transit,trips_per_stop,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,accessibility_score,service_quality,reliability_class,rank_moderate
303,"Location (35.0959, -85.2549)",4,81,5,288,404,moderate,800,True,20.25,2.52,0.34,80,97.12,1.05,31.4,good,High Reliability,281
162,"Location (35.0554, -85.2832)",3,80,6,205,377,moderate,800,True,26.666666666666668,1.89,0.33,80,97.95,1.26,31.39,good,High Reliability,282
256,"Location (35.0625, -85.2756)",3,56,4,175,316,moderate,800,True,18.666666666666668,1.89,0.23,80,98.25,0.84,31.36,good,High Reliability,283
144,"Location (35.0997, -85.2429)",4,96,5,352,405,moderate,800,True,24.0,2.52,0.4,80,96.48,1.05,31.33,good,High Reliability,284
46,"Location (35.1015, -85.2385)",3,64,3,198,446,moderate,800,True,21.333333333333332,1.89,0.27,80,98.02,0.63,31.32,good,High Reliability,285
215,"Location (35.0695, -85.1516)",4,78,6,528,650,moderate,800,True,19.5,2.52,0.32,80,94.72,1.26,31.06,good,High Reliability,286
183,"Location (35.0733, -85.1997)",3,51,3,366,511,moderate,800,True,17.0,1.89,0.21,80,96.34,0.63,31.05,good,High Reliability,287
37,"Location (35.1008, -85.2344)",3,64,3,440,621,moderate,800,True,21.333333333333332,1.89,0.27,80,95.6,0.63,30.95,good,High Reliability,288
384,"Location (35.1421, -85.2378)",1,60,1,709,709,moderate,800,True,60.0,0.63,0.25,80,92.91,0.21,30.19,good,Low Reliability,289
134,CCA lot,1,76,1,755,755,moderate,800,True,76.0,0.63,0.32,80,92.45,0.21,30.14,good,Low Reliability,290
122,"Location (35.1434, -85.2381)",1,60,1,778,778,moderate,800,True,60.0,0.63,0.25,80,92.22,0.21,30.09,good,Low Reliability,291
366,"Location (35.1449, -85.2405)",1,60,1,778,778,moderate,800,True,60.0,0.63,0.25,80,92.22,0.21,30.09,good,Low Reliability,292
88,"Location (35.0865, -85.1334)",1,39,2,32,32,moderate,800,True,39.0,0.63,0.16,60,99.68,0.42,27.2,fair,Low Reliability,293
344,"Location (35.0891, -85.1773)",4,39,4,393,485,moderate,800,True,9.75,2.52,0.16,60,96.07,0.84,27.17,fair,Moderate Reliability,294
69,"Location (35.0857, -85.1316)",1,39,2,212,212,moderate,800,True,39.0,0.63,0.16,60,97.88,0.42,26.93,fair,Low Reliability,295
27,Trailer Yard,1,39,2,417,417,moderate,800,True,39.0,0.63,0.16,60,95.83,0.42,26.62,fair,Low Reliability,296
229,Oakwood Baptist Church Parking Lot,3,44,3,680,733,moderate,800,True,14.666666666666666,1.89,0.18,60,93.2,0.63,26.57,fair,Moderate Reliability,297
87,"Location (35.0681, -85.1478)",2,34,2,610,638,moderate,800,True,17.0,1.26,0.14,60,93.9,0.42,26.48,fair,Moderate Reliability,298
257,"Location (35.0748, -85.2029)",2,34,2,620,646,moderate,800,True,17.0,1.26,0.14,60,93.8,0.42,26.47,fair,Moderate Reliability,299
180,"Location (35.0911, -85.1313)",1,39,2,546,546,moderate,800,True,39.0,0.63,0.16,60,94.54,0.42,26.43,fair,Low Reliability,300
324,"Location (35.0912, -85.2237)",1,17,1,443,443,moderate,800,True,17.0,0.63,0.07,40,95.57,0.21,22.53,limited,Low Reliability,301
343,"Location (35.0770, -85.2041)",2,27,2,768,771,moderate,800,True,13.5,1.26,0.11,40,92.32,0.42,22.24,limited,Low Reliability,302
140,"Location (35.0488, -85.2413)",5,5,5,106,520,moderate,800,True,1.0,3.14,0.02,0,98.94,1.05,15.74,poor,Unreliable,303
79,"Location (35.0408, -85.2200)",4,4,4,292,441,moderate,800,False,1.0,2.52,0.02,0,97.08,0.84,15.28,poor,Unreliable,304
172,"Location (35.0599, -85.1340)",1,5,1,154,154,moderate,800,True,5.0,0.63,0.02,0,98.46,0.21,14.95,poor,Unreliable,305
141,"Location (35.0554, -85.1895)",1,1,1,453,453,moderate,800,False,1.0,0.63,0.0,0,95.47,0.21,14.5,poor,Unreliable,306
22,"Location (35.0565, -85.1899)",1,1,1,457,457,moderate,800,False,1.0,0.63,0.0,0,95.43,0.21,14.49,poor,Unreliable,307
121,"Location (35.0582, -85.1912)",1,1,1,497,497,moderate,800,False,1.0,0.63,0.0,0,95.03,0.21,14.43,poor,Unreliable,308
71,"Location (35.0616, -85.1407)",1,5,1,517,517,moderate,800,True,5.0,0.63,0.02,0,94.83,0.21,14.41,poor,Unreliable,309
212,"Location (35.0624, -85.1295)",1,5,1,525,525,moderate,800,True,5.0,0.63,0.02,0,94.75,0.21,14.4,poor,Unreliable,310
33,"Location (35.0589, -85.1913)",1,1,1,563,563,moderate,800,False,1.0,0.63,0.0,0,94.37,0.21,14.33,poor,Unreliable,311
185,"Location (35.0558, -85.1319)",1,5,1,652,652,moderate,800,True,5.0,0.63,0.02,0,93.48,0.21,14.21,poor,Unreliable,312
132,"Location (35.0592, -85.1893)",1,1,1,690,690,moderate,800,False,1.0,0.63,0.0,0,93.1,0.21,14.14,poor,Unreliable,313
429,"Location (35.0557, -85.1862)",1,1,1,754,754,moderate,800,False,1.0,0.63,0.0,0,92.46,0.21,14.05,poor,Unreliable,314
56,"Location (35.0567, -85.1286)",1,5,1,760,760,moderate,800,True,5.0,0.63,0.02,0,92.4,0.21,14.04,poor,Unreliable,315
55,"Location (35.0053, -85.1493)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,316
62,"Location (35.1383, -85.2797)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,317
63,"Location (35.0501, -85.1270)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,318
66,"Location (35.0081, -85.3889)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,319
64,"Location (35.0302, -85.2171)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,320
68,"Location (35.0124, -85.1897)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,321
391,"Location (35.0350, -85.2069)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,322
393,"Location (35.0915, -85.0651)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,323
51,Publix Parking Lot,0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,324
19,Long Term Lot 2,0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,325
23,"Location (35.1182, -85.3150)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,326
26,"Location (35.1160, -85.2772)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,327
14,"Location (35.1466, -85.2510)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,328
437,"Location (35.0566, -85.1256)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,329
432,"Location (35.0532, -85.1858)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,330
102,"Location (35.0059, -85.3898)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,331
288,"Location (35.1208, -85.2904)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,332
286,"Location (35.0664, -85.1259)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,333
281,"Location (35.0591, -85.1535)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,334
280,"Location (35.0587, -85.1503)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,335
278,"Location (35.1455, -85.2208)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,336
276,"Location (35.1002, -85.1353)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,337
273,"Location (35.1149, -85.2919)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,338
272,"Location (35.0114, -85.1634)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,339
264,"Location (35.1193, -85.2882)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,340
248,Ooltewah High School's Parking Lot #3,0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,341
251,"Location (35.0911, -85.0611)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,342
246,"Location (35.1445, -85.2190)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,343
241,"Location (35.0564, -85.1259)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,344
237,"Location (35.0488, -85.1461)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,345
240,"Location (35.1240, -85.3062)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,346
147,"Location (35.1593, -85.1957)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,347
146,"Location (35.0069, -85.3887)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,348
235,"Location (35.0107, -85.1644)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,349
234,"Location (35.1073, -85.2372)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,350
164,"Location (35.0823, -85.0555)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,351
163,"Location (35.0142, -85.1878)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,352
155,"Location (35.0186, -85.1714)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,353
159,"Location (35.1072, -85.2956)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,354
411,"Location (35.1243, -85.3020)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,355
150,"Location (35.1089, -85.2135)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,356
153,"Location (35.1194, -85.2907)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,357
398,"Location (35.0925, -85.3044)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,358
402,"Location (35.0930, -85.3052)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,359
407,"Location (35.1551, -85.2482)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,360
409,"Location (35.1526, -85.2421)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,361
410,"Location (35.1467, -85.2214)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,362
424,"Location (35.1284, -85.1973)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,363
430,"Location (35.0120, -85.1584)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,364
438,"Location (35.1021, -85.2307)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,365
50,"Location (35.0094, -85.3878)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,366
428,"Location (35.1095, -85.2188)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,367
397,"Location (35.0823, -85.0584)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,368
396,"Location (35.0201, -85.3403)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,369
314,"Location (35.0871, -85.3372)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,370
296,"Location (35.0075, -85.3910)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,371
312,"Location (35.0608, -85.1881)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,372
306,"Location (35.1201, -85.3055)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,373
304,"Location (35.0833, -85.0578)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,374
299,"Location (35.1287, -85.2139)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,375
332,"Location (35.1218, -85.2935)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,376
199,"Location (35.1305, -85.2177)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,377
200,"Location (35.0080, -85.3917)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,378
330,"Location (35.0257, -85.2176)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,379
329,"Location (35.0448, -85.3571)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,380
325,"Location (35.1342, -85.2822)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,381
323,Short Term Lot,0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,382
318,"Location (35.1511, -85.2485)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,383
319,"Location (35.1221, -85.3072)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,384
316,"Location (35.0818, -85.0849)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,385
124,"Location (35.1105, -85.3209)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,386
130,"Location (35.1035, -85.3245)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,387
129,"Location (35.0129, -85.1886)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,388
114,"Location (35.0822, -85.3207)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,389
109,"Location (35.1148, -85.2930)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,390
105,"Location (35.0069, -85.3905)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,391
112,"Location (35.0343, -85.2190)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,392
111,"Location (35.0633, -85.1634)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,393
107,"Location (35.0129, -85.1873)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,394
346,"Location (35.1409, -85.1748)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,395
342,"Location (35.0199, -85.3403)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,396
335,"Location (35.1103, -85.2954)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,397
340,"Location (35.0433, -85.1403)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,398
334,"Location (35.1127, -85.2054)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,399
333,"Location (35.1408, -85.2294)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,400
139,"Location (35.1081, -85.2368)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,401
143,"Location (35.0526, -85.1851)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,402
209,"Location (35.0575, -85.1258)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,403
208,"Location (35.0842, -85.0707)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,404
204,"Location (35.0126, -85.1632)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,405
203,Rental Car Lot,0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,406
216,"Location (35.0953, -85.0624)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,407
221,"Location (35.1126, -85.3250)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,408
223,"Location (35.0448, -85.3341)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,409
228,"Location (35.0604, -85.1544)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,410
442,"Location (35.1080, -85.2169)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,411
440,"Location (35.1558, -85.2481)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,412
80,"Location (35.0309, -85.3631)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,413
83,Ooltewah High School's Parking Lot #1,0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,414
354,"Location (35.0058, -85.2325)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,415
167,"Location (35.0087, -85.3899)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,416
452,"Location (35.1537, -85.2483)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,417
450,"Location (35.1269, -85.2158)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,418
174,"Location (35.1454, -85.2251)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,419
170,"Location (35.1357, -85.2813)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,420
168,"Location (35.1183, -85.2786)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,421
353,"Location (35.1099, -85.2164)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,422
78,"Location (35.0980, -85.3290)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,423
74,"Location (35.0828, -85.0824)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,424
348,"Location (35.0184, -85.3377)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,425
350,"Location (35.0904, -85.0655)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,426
188,"Location (35.1420, -85.2350)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,427
186,"Location (35.0817, -85.0863)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,428
184,"Location (35.0620, -85.1926)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,429
181,"Location (35.1450, -85.2380)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,430
177,"Location (35.0603, -85.1866)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,431
89,"Location (35.0092, -85.3859)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,432
194,"Location (35.1413, -85.2302)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,433
189,"Location (35.0583, -85.1248)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,434
94,"Location (35.0958, -85.2230)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,435
92,"Location (35.0132, -85.1859)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,436
100,"Location (35.0668, -85.2066)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,437
101,"Location (35.0631, -85.1917)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,438
361,"Location (35.0821, -85.0836)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,439
360,"Location (35.1561, -85.1967)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,440
192,"Location (35.0966, -85.2197)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,441
190,"Location (35.0162, -85.3838)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,442
379,"Location (35.0839, -85.0634)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,443
375,"Location (35.0820, -85.0842)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,444
39,"Location (35.1830, -85.2430)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,445
386,"Location (35.0425, -85.1978)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,446
43,"Location (35.0740, -85.1042)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,447
44,"Location (35.0956, -85.0595)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,448
45,"Location (35.0924, -85.3103)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,449
40,Brainerd Hills Baptist Church,0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,450
413,"Location (35.0341, -85.2065)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,451
418,"Location (35.0909, -85.0653)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,452
8,"Location (35.1481, -85.2070)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,453
454,"Location (35.0506, -85.1328)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,454
4,"Location (35.0168, -85.2999)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,455
3,"Location (35.0053, -85.3929)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,456
6,"Location (35.1542, -85.2470)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,457
1,"Location (35.0601, -85.1836)",0,0,0,9999,9999,moderate,800,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,458
